Title,Desc_of_movies,IMDB_ID,Directors,Actors,Genres,Languages
Natalia Valdebenito: El especial ,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",7663776,"Raúl Campos, Jan Suter",Natalia Valdebenito,Comedy,Spanish
Nate Bargatze: The Tennessee Kid ,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.",9861504,Ryan Polito,Nate Bargatze,Comedy,English
Nathicharami ,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality.",9084890,Mansore,"Sruthi Hariharan, Sanchari Vijay, Sharanya, Balaji Manohar, Gopalkrishna Deshpande, Harshil Koushik, Poornachandra Mysuru, Shaanthala, Greeshma Sridhar",Drama,Kannada
National Parks Adventure ,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks.",5568164,Greg MacGillivray,"Robert Redford, Conrad Anker, Max Lowe, Rachel Pohl","Documentary, Short",English
Natsamrat - Asa Nat Hone Nahi ,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy.",5311546,Mahesh Manjrekar,"Nana Patekar, Medha Manjrekar, Mrunmayee Deshpande, Sunil Barve, Vikram Gokhale, Ajit Parab, Neha Pendse, Jitendra Joshi, Shridhar Limaye, Savita Malpekar, Sandeep Pathak, Pooja Sawant, Aniket Vishwasrao, Jaywant Wadkar","Drama, Family",Marathi
Natural Selection ,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook.",No ID found,NAN,NAN,NAN,NAN
The Natural ,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,87781,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan, Alan Fudge, Paul Sullivan Jr., Rachel Hall, Robert Rich III, Michael Madsen, Jon Van Ness, Mickey Treanor, George Wilkosz, Anthony J. Ferrara, Philip Mankowski, Danny Aiello III, Joe Castellano, Eddie Cipot, Ken Grassano, Robert Kalaf, Barry Kivel, Steven Kronovet, James Meyer, Mike Starr, Sam Green, Martin Grey, Joseph Mosso, Richard Oliveri, Lawrence Couzens, Duke McGuire, Stephen Poliachik, Kevin Lester, Joseph Charboneau, Robert Rudnick, Ken Kamholz, Sibby Sisti, Phillip D. Rosenberg, Christopher B. Rehbaum, Nicholas Koleff, Jerry Stockman, James Quamo, Joe Strnad, James Mohr, Ralph Tabakin, Dennis Gould, Joshua Abbey, Gayle Vance, George Scheitinger, Peter Poth, Bernie McInerney, Elizabeth Ann Klein, Charles Sergis, Edward Walsh, Mark Atienza, Sean Collins, Darren W. Conrad, Mark Falvo, Greg Hinaman, Diane H. Kelly, Darren McGavin, Brian Reingold, Jack Scalia","Drama, Sport",English
Naughty Jatts ," When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest.",2984648,Pankaj Batra,"Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha, Ankita Modi, Davinder S. Juttia, Anjum Batra, Satnam Dhaliwal, Amardeep Maana, Harinder Bhullar, Chander Kalra, Nagainder Gakhar, Daman Preet, Shiv Kumar, Jasbir Gill, Jassi Kaur, Taj Ahmed, Sunny Gill Ambersariya, Arjun, Kulwinder Batia, Karamjeet Brar, Bunty, Samar Chauhan, Surinder Singh Chopra, Baljinder Darapuri, Gurpreet Dhaliwal, Geeta, Darshan Ghoroo, Jaggi Gill, Goldy, Bittu Kartarpuri, Rupinder Kaur, Yusuf Khan, Kiran, Dhiraj Kumar, Naresh Kumar, Puneet Kumar, Kundan, Mandy, Meghna, Renu Mohali, Nisha, Pinki, Rinku, Ritika, Shaikh Riyauddin, Salalesha, Sameer, Jaswant Sandhu, Amrit Sandu, Ashwani Sawan, Shahabuddin Shaikh, Shanty, Rohit Sharma, Vivek Sharma, Baljeet Singh, Davinder Singh, Gurpreet Singh, Kanwalpreet Singh, Sunita, Sunny",Comedy,Punjabi
Nausicaä of the Valley of the Wind ,"Facing the destruction of her planet's natural resources, warrior princess Nausicaa rallies her people against an evil queen's rampaging army.",87544,Hayao Miyazaki,"Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya, Ichirô Nagai, Kôhei Miyauchi, Jôji Yanami, Minoru Yada, Rihoko Yoshida, Masako Sugaya, Takako Sasuga, Chika Sakamoto, Tarako, Yôji Matsuda, Mîna Tominaga, Mugihito, Akiko Tsuboi, Yoshiko Sakakibara, Iemasa Kayumi, Tetsuo Mizutori, Takeki Nakamura, Takako Ôta, Bin Shimada, Shinji Nomura, Hisako Ayuhara, Hôchû Ôtsuka, Alison Lohman, Patrick Stewart, Uma Thurman, Chris Sarandon, Shia LaBeouf, Edward James Olmos, Mark Hamill, Jeff Bennett, Tress MacNeille, Tony Jay, Jodi Benson, Mark Silverman, James Arnold Taylor, Frank Welker, Newell Alexander, Rosemary Alexander, Tom Amundsen, Stephen Apostolina, Mitch Carter, Robert Clotworthy, David Cowgill, Wendy Cutler, Ike Eisenmann, Jean Gilpin, Nicholas Guest, Bridget Hoffman, Sherry Hursey, Rif Hutton, Edie Mirman, Richard Miro, Peter Renaday, Lynnanne Zager, Emily Bauer, Paul Butcher, Ashley Edner, Molly Marlette, Ashley Rose, Jordan Del Spina, Aimee Roldan, Grace Rolek, Ross Simanteris, Jimmy Keegan, Mona Marshall, Alvy Moore, Patricia Parris, Ken Sansom, John Schwab, Hal Smith, Dee Bradley Baker, Bettina Bush, Cam Clarke, Peter Cullen, Susan Davis, Linda Gary, Doris Hess, Russell Johnson, Daamen J. Krall, David McCharen, Jan Rabson, Marilyn Schreffler, Ginny Taylor, B.J. Ward, Jeff Winkless","Animation, Adventure, Fantasy, Sci-Fi",Japanese
Nazi Concentration Camps ,"Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour.",No ID found,NAN,NAN,NAN,NAN
Ne Zha ,"Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones.",10627720,Yu Yang,"Yanting Lü, Joseph, Mo Han, Hao Chen, Qi Lü, Jiaming Zhang, Wei Yang, David Chen, Jordan Cole, Lexie Foley, Kei Gambit, Yuxiang He, Liam Kong, Aleks Le, Mike Pollock, Jamieson Price, Griffin Puatu, Junpeng Ren, Vincent Rodriguez III, Stephanie Sheh, Christopher Swindle, Jaden Waldman, Xinglinr, Mason Yam","Animation, Action, Adventure, Family, Fantasy, Thriller","Mandarin, English"
Neal Brennan: 3 Mics ,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",6438918,Neal Brennan,Neal Brennan,Comedy,English
Nee Enge En Anbe (Anaamika) ,"As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there's more to the mystery than meets the eye.",2939898,Sekhar Kammula,"Nayanthara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Sriranjani, Vinodh Chelambathodi, Sudhakar Chilla, Sandhya Janak, Mir Salamath Ali Khan, V.K. Naresh, Thagubothu Ramesh, C.V.L. Narasimha Rao, Dheer Charan Srivastav, Mayanand Thakur, Vinay Varma",Thriller,"Tamil, Telugu"
Needhi Singh ,"When her friend's rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events.",5026484,Jaivi Dhanda,"Kulraj Randhawa, Aashish Duggal, Aman Sutdhar, Dhagga Raman, Prateek Rai","Action, Drama, Thriller",Punjabi
Neevevaro ,"When a blind chef's girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.",8484586,"Hari, Hari Nath","Taapsee Pannu, Ritika Singh, Aadhi, Vennela Kishore, Jogi Krishnam Raju","Action, Drama, Romance, Thriller",Telugu
The Negro Soldier ,This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.,139491,Stuart Heisler,"Clyde Turner, Carlton Moss, William Broadus, Bertha Woolford, Norman Ford, Clarence Brooks, Joe Louis, Gertrude Elise Ayer, Richmond Barthé, Erich Borchmeyer, Dean Dixon, W.C. Handy, Matthew Henson, Adolf Hitler, Cornelius Johnson, Henry Johnson, Ralph Metcalfe, Lawrence Reddick, Philip H.M. Savory, Max Schmeling, Hiroshi Tanaka, Vivien Theodore Thomas, James S. Watson, Gustav Weinkötz, Marian Anderson, George Washington Carver, Benjamin O. Davis Jr., Jesse Owens","Documentary, Short, Drama, War",English
Nerve ,"An online game of truth or dare turns deadly for a newbie player who assumed she was signing up for harmless fun. Now, the only way out is to win.",3531824,"Henry Joost, Ariel Schulman","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis, Kimiko Glenn, Marc John Jefferies, Machine Gun Kelly, Brian Marc, Ed Squires, Rightor Doyle, Josh Ostrovsky, Eric D'Alessandro, Arielle Vandenberg, Jonny Beauchamp, Samira Wiley, Albert Sidoine, Chris Breslin, Wesley Volcy, Damond McFarland, Deema Aitken, Michael Drayer, Earl W. Mayers, Diana Kolsky, Murf Meyer, Michal Birnbaum, Ryan Forsythe, Kim Ramirez, Noam Tomaschoff, Phyllis Barasch, Chloe Wise, Casey Neistat, Sarah Shtern, Miya Strauss, Aris Schwabe, Chet Dillon, Jerami Goodwin, Julia Barasch, Amanda Bard, Marli Sachs, Govinda Angulo, Zoe Katagas, Ella Katagas, Luna Miccoli, Philip Embury, Kevin Abernethy, Amoni B., Aidan T.K. Baker, Jonathan Benevento, Sandee Bengel, Murphy Betancourt, Ryan Burton, Marko Caka, Phil Cappadora, Danielle DeWulf, David Eggers, Lauren Gabbard, Courtney Leigh Goodwin, Beata Harju, Jordan Haynes, Rosemary Howard, Hsing Huang, Joseph Anthony Jerez, Michael D. Joseph, Renan Kanbay, Agron Karameti, Stephanie Katz, Alec Kirazian, Ryan Lakestream, Keith Mackler, Mikey Martinez, Dillon Mathews, Austin McCarthy, Doris McCarthy, Cameron McIntosh, Anna P. Mullen, Richard Nixon, Toshiko Onizawa, Nadia Pelletier, Charles Prendergast, Franck Raharinosy, Prashant Rai, Sidney Pierre Robert, Mario Tarquinio, Jaelin Taylor, Raul Tovar Salazar, AJ Velasquez, Rasheme Watson, Michael Adam Welsh, Theron White, Tim White, Kelly P. Williams, Jaine Ye, Jason Erik Zacek","Adventure, Crime, Drama, Mystery, Thriller",English
Neseli Hayat ," Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",1523515,Yilmaz Erdogan,"Yilmaz Erdogan, Ersin Korkut, Büsra Pekin, Erdal Tosun, Riza Akin, Sinan Bengier, Cezmi Baskin, Ayberk Atilla, Fatma Murat, Caner Alkaya, Tonguç Oksal, Celal Tak, Nusret Karakus, Oguzhan Koç, Ibrahim Büyükak, Burcu Gönder, Kadir Akgün, Emre Canpolat, Murat Eken, Ayça Erturan, Aksel Kamber, Gözde Kansu, Zeynep Kocak, Bülent Emrah Parlak, Gülhan Tekin, Sevket Süha Tezel, Eser Yenenler, Metin Yildiz, Volkan Özler",Comedy,Turkish
The Net ,A freelance software engineer who lives in a world of computer technology discovers a conspiracy that will turn her life upside down.,113957,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett, Kristina Krofft, Juan Garcia, Tony Perez, Margo Winkler, Gene Kirkwood, Christopher Darga, Charles Winkler, Julia Pearlstein, Rick Snyder, Gerald Berns, Tannis Benedict, Vaughn Armstrong, Wren T. Brown, Lynn Blades, Israel Juarbe, Julia Vera, Lewis Dix Jr., Lili Flanders, Adam Winkler, Brian E. Frankish, Wanda-Lee Evans, David Winkler, Kerry Kilbride, Roland Gomez, Melvin Thompson, Rich Bracco, Lucy Butler, John Livingston, Cam Brainard, Dennis Richmond, Elaine Corral Kendall, Alfredo López, Thomas Crawford, John Cappon, Barbara Abedi, Kevin Brown, Hope M. Parrish, Brad Hill, Danny Breen, Andrew Amador, Melissa Bomes, Ethan Bryson, Cabran E. Chamberlain, Bob Dini, Lance L Edwards, Todd Livdahl, Paul McMichael, Nicole Vigil, Philip Vitola, Gabrielle Wagner, D. Danny Warhol","Action, Crime, Drama, Mystery, Thriller","English, Spanish"
Netflix Presents: The Characters ,We asked eight up-and-coming comedians for their wildest sketch and improv routines -- and got a new comedy series unlike anything else.,5228026,NAN,"John T. Reynolds, Kate Berlant, John Early, Jon Bander, Sue Galloway, Jacqueline Novak, Brandon Scott Jones, C.J. Wilson, Wes Haney, Phil Burgers, Paul W. Downs, Lauren Lapkus, Tim Robinson, Natasha Rothwell, Henry Zebrowski, Lauren Adams, Leigh Adel-Arnold, Stephanie Allynne, Emily Fleming, Chris Alvarado, Lucia Aniello, Russ Armstrong, Jocelyn Bioh, Natalie Carter, Richard DeDomenico, Jermaine Fowler, Erik Frandsen, Anthony Atamanuik, Kristen Bartlett, Ashley Blankenship, David Cale, Tyler Evans, Rebecca Gruss, Natalie Jean, Joe Kolbow, Tyson Beckford, Susan Blackwell, Chelsea Clarke, Tommy Do, Xavier Scott Evans, Miranda Gruss, Ed Larson, Ren Margate, Brendan Brozen, James Dwyer, Janna Emig, Lidiane Fernandes, Anna Friedman, Holden McNeely, Kirill Nikiforov",Comedy,English
Never Back Down ," When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club.",1023111,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki, Chele André, Chris Lindsay, David Zelon, Kyle Sabihy, Patric Knutsson, Cameron Francis, Jeremy Palko, Antony Matos, Daniel Hernandez, Justin A. Williams, Jon McIntosh, David J. Perez, Jocelyn Binder, Deon Stein, Steve Zurk, Reed Baumgarten, Devin Higgins, Jennifer L. Miller, Delphine French, Joe Nin Williams, Angel Hernandez, Rachael Thompson, Ryan Frank Rayonec, Ryan Watson, Joop Katana, Frank Santore III, Joseph Cortez, Craig Raboteau, Daniel Lovette, Tony Fuh, Jonathan Eusebio, Peter Allende, Remington Reed, Josh Mueller, Chris Adler, Artie Ahr, Robie Alan, Nadine Avola, Shawn Banks, Steven Blincoe, Colin Bowman, Michael Brzeski, Jasmine Burke, Chris Byrne, Marc Carasello, Chase 'Uzzle' Carter, Chris Cavallaro, Ricky Dunlop, Sam Finkle, Rod Grant, Jen Halbert, Brad Hamerly, David How, Cristina Huang, Leonard Iacono, Bjorn Jiskoot Jr., Elissa Kapneck, Joyce Kirkconnell, Matthew Kish, Jesse Kozel, Paige Lehnert, Kei Leong, Nathena Lewis, Alyx Libby, Douglas Lopez, John Archer Lundgren, Tiffany Marshall, Kristin Mellian, Scott Mena, Eric Mentis, Levon Mergian, Freddie Forward Mitchell, Nancy Molimis, Sean Molnar, Tony Morales, Jennifer Paige Moralez, Craig Myers, Tom Myers, Melissa Nuñez, Kristin Popelka, Aaron Pushkar, Summer Raine, Regina Ramirez, Michael M. Rummel, David W. Scott, Milissa Sears, AJ Semiday, Mason Sharrow, Joanne Spracklen, Jimmy Star, Jayson Talbert, Chris Tharp, Kara Turner, Andy Ussach, Marnie Van der Burgt, Wolfgang Weber, Stacy Westbrook, Steve Wickersham, Roy Williams Jr., Steven Winfree, Ilya Jonathan Zaydenberg, Danny Zureikat","Action, Drama, Sport",English
Never Back Down 2: The Beatdown ,A bevy of mixed martial arts fighters star in this action thriller that follows a quartet of brawlers as they prepare for a key underground event.,1754264,Michael Jai White,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell, Beau Brasseaux, Eddie Bravo, Jude Cambise, Grant Case, Laura Cayouette, Margo Nicole Clark, Gerardo Davila, Danny Epper, J.D. Evermore, Emily D. Haley, Thayr Harris, Jeanine Hill, Garrett Hines, Bliss Kelley, Craig Leydecker, Hans Marrero, J. Patrick McNamara, John McCarthy, Sam Medina, Tracy Miller, Lance E. Nichols, Jeremy Palko, Taylor Roppolo, Aaron Saxton, Christopher Severio, Gabrielle Shuff, Adam Sibley, Dean J. West, Mike Wilson, Zach Hartman, Lauren Alexandra, Jon Bailey, Preston Bishop, Trace Cheramie, Alex Froman, Langdon Herrick, Laura Muse Jackson, Lyoto Machida, Chasidy Morris, Austin Naulty, Blaire Noonan, Phillip Rao, Michael Patrick Rogers, Tony Severio, Shamerick Simoneaux, James Lesley Taylor","Action, Drama, Sport",English
